Country,Cod,Pop_est,Leitos,Inicio,lock1,tau.lock1,lock2,tau.lock2,lock3,tau.lock3,lock4,tau.lock4,lock5,tau.lock5,lock6,tau.lock6,IFR,X20191231,X20200101,X20200102,X20200103,X20200104,X20200105,X20200106,X20200107,X20200108,X20200109,X20200110,X20200111,X20200112,X20200113,X20200114,X20200115,X20200116,X20200117,X20200118,X20200119,X20200120,X20200121,X20200122,X20200123,X20200124,X20200125,X20200126,X20200127,X20200128,X20200129,X20200130,X20200131,X20200201,X20200202,X20200203,X20200204,X20200205,X20200206,X20200207,X20200208,X20200209,X20200210,X20200211,X20200212,X20200213,X20200214,X20200215,X20200216,X20200217,X20200218,X20200219,X20200220,X20200221,X20200222,X20200223,X20200224,X20200225,X20200226,X20200227,X20200228,X20200229,X20200301,X20200302,X20200303,X20200304,X20200305,X20200306,X20200307,X20200308,X20200309,X20200310,X20200311,X20200312,X20200313,X20200314,X20200315,X20200316,X20200317,X20200318,X20200319,X20200320,X20200321,X20200322,X20200323,X20200324,X20200325,X20200326,X20200327,X20200328,X20200329,X20200330,X20200331,X20200401,X20200402,X20200403,X20200404,X20200405,X20200406,X20200407,X20200408,X20200409,X20200410,X20200411,X20200412,X20200413,X20200414,X20200415,X20200416,X20200417,X20200418,X20200419,X20200420,X20200421,X20200422,X20200423,X20200424,X20200425,X20200426,X20200427,X20200428,X20200429,X20200430,X20200501,X20200502,X20200503,X20200504,X20200505,X20200506,X20200507,X20200508
Sri_Lanka,178,21670000,,31/12/2019,,,,,,,,,,,,,0.0067460906012512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,8,10,13,0,11,13,12,9,10,5,0,4,0,9,5,0,2,21,5,3,8,7,12,7,4,1,7,2,11,8,15,4,1,6,10,41,9,6,20,38,52,42,61,65,31,30,16,25,15,13,37,16,26,27
Sudan,179,41801533,,31/12/2019,,,,,,,,,,,,,0.00283489836567829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,3,2,0,2,0,0,1,4,0,10,3,0,0,0,34,0,26,15,33,22,12,39,24,38,43,57,67,0,150,86,0,100,74,78
Suriname,180,575991,,31/12/2019,,,,,,,,,,,,,0.00458650164038755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,181,10183175,216,31/12/2019,,,16/03/2020,0.33,,,,,,,,,0.00885561045397658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,1,1,9,11,26,76,24,42,45,78,136,158,155,149,108,89,46,134,122,200,123,160,110,256,238,296,240,401,253,328,407,512,519,612,365,387,376,487,726,722,544,466,332,465,497,482,613,676,606,563,392,545,682,751,812,610,463,286,695,681,790,428,562,235,404,495,702,705
Switzerland,182,8516543,763,31/12/2019,,,16/03/2020,0.33,,,,,,,,,0.00881530224093623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,6,6,6,7,20,30,122,55,68,42,116,152,212,267,238,841,0,450,360,878,952,1237,894,1044,774,925,1000,1390,1048,1122,1138,696,962,1124,1033,974,821,552,590,546,785,733,592,400,279,254,583,315,346,325,336,168,155,205,228,181,216,167,103,100,143,179,119,112,88,76,28,51,66
Syria,183,16906283,,31/12/2019,,,16/03/2020,0.33,,,,,,,,,0.00363968894317829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,4,1,0,0,6,0,0,3,0,0,0,0,0,6,0,0,4,4,0,5,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Taiwan,184,23780452,,31/12/2019,,,,,,,,,,,,,0.00928443486911734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,2,1,0,1,1,0,0,0,1,0,5,1,1,0,0,0,0,0,0,0,2,2,0,2,0,2,0,2,2,1,1,2,5,1,0,1,1,0,2,1,0,0,0,3,0,1,4,6,0,8,10,31,0,27,18,12,30,21,19,17,15,16,23,0,16,17,0,16,8,0,10,3,3,1,0,5,3,5,2,0,0,0,3,22,2,3,1,1,1,1,0,0,0,0,0,0,3,4,2,0,1,1
Thailand,185,69428524,,31/12/2019,,,,,,,,,03/04/2020,0.67,,,0.00805185415100943,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,3,6,0,0,0,5,0,0,0,6,0,0,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,3,0,0,2,0,1,0,0,4,0,3,0,0,0,9,11,0,12,0,32,63,0,0,35,154,233,122,106,107,111,91,0,109,143,263,0,120,104,103,191,51,38,111,54,50,45,33,28,34,30,29,28,0,33,32,27,19,28,0,15,68,0,16,0,16,6,0,6,3,18,1,1,3
Timor_Leste,186,1267972,,31/12/2019,,,,,,,,,,,,,0.00339479933159391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,12,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,187,7889094,,31/12/2019,,,16/03/2020,0.33,,,,,,,,,0.00236836607170376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,3,0,5,1,1,3,2,4,0,2,3,1,1,3,14,7,5,3,3,0,0,1,0,4,0,2,1,0,0,2,2,0,2,6,2,1,0,10,7,7,0,1,2,2,0,7
Trinidad_and_Tobago,188,1389858,,31/12/2019,,,,,,,,,,,,,0.00637254949269565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,2,0,0,40,1,1,6,3,5,1,8,4,7,2,2,8,3,3,1,1,2,0,2,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tunisia,189,11565204,,31/12/2019,,,16/03/2020,0.33,,,,,,,,,0.00591479218709751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,6,3,0,2,2,4,5,10,15,6,15,14,25,59,0,54,0,51,34,50,32,61,0,40,58,21,22,27,20,28,14,22,19,21,33,42,42,2,13,5,17,0,17,4,17,10,18,8,5,14,4,11,4,5,4,3,1
Turkey,190,82319724,26029,31/12/2019,,,,,,,,,,,,,0.00493830857444771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16,29,51,93,168,311,277,289,293,343,561,1196,2069,1704,1815,1610,2704,2148,2456,2786,3013,3135,3148,3892,4117,4056,4747,5138,4789,4093,4062,4281,4801,4353,3783,3977,4674,4611,3083,3116,3122,2861,2357,2131,2392,2936,2615,2188,1983,1670,1614,1832,2253,1977
Turks_and_Caicos_islands,191,31458,,31/12/2019,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Uganda,192,42723139,,31/12/2019,,,,,,,,,,,,,0.00178420636192113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,5,0,0,16,3,0,11,0,1,3,0,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,3,13,1,0,4,0,0,2,2,2,3,1,8,1,0,3
Ukraine,193,44622516,,31/12/2019,,,,,,,,,17/03/2020,0.67,,,0.00783123501311562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,9,5,7,0,15,6,26,11,29,43,62,93,107,62,69,245,10,183,109,155,68,143,206,224,311,308,266,325,270,789,301,644,343,261,415,467,578,477,478,492,392,0,401,456,0,1545,0,502,418,366,487,507
United_Arab_Emirates,194,9630959,,31/12/2019,,,16/03/2020,0.33,26/03/2020,0.53,,,,,,,0.00219092895313108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,6,0,2,0,0,6,0,2,0,16,0,14,15,0,11,0,0,1,12,15,0,27,0,13,0,45,50,85,0,72,63,0,143,53,0,360,0,481,294,277,283,300,331,370,376,387,398,412,432,460,0,477,479,484,490,483,518,525,532,536,490,541,549,552,557,561,564,567,462,546,502
United_Kingdom,195,66488991,3296,31/12/2019,,,,,23/03/2020,0.53,,,,,,,0.00918461741401797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,5,13,4,11,34,30,48,43,67,48,52,83,134,117,433,251,152,407,680,647,706,1035,665,967,1427,1452,2129,2885,2546,2433,2619,3009,4324,4244,4450,3735,5903,3802,3634,5491,4344,5195,8719,5288,4342,5252,4603,4617,5599,5525,5850,4676,4301,4451,4583,5386,4913,4463,4309,3996,4076,6032,6201,4806,4339,3985,4406,6211,5514
United_Republic_of_Tanzania,196,56318348,,31/12/2019,,,,,,,,,,,,,0.00221594536400378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,6,0,0,0,1,0,0,1,5,0,1,1,0,0,1,2,0,1,0,7,0,0,14,7,35,6,53,1,22,0,84,31,0,15,0,0,0,6,174,0,0,0,0,0,0,0,29
United_States_of_America,197,327167434,72657,31/12/2019,,,,,,,,,,,,,0.00828979523917782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,1,1,3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,19,0,0,18,0,6,1,6,3,20,14,22,34,74,105,95,121,200,271,287,351,511,777,823,887,1766,2988,4835,5374,7123,8459,11236,8789,13963,16797,18695,19979,18360,21595,24998,27103,28819,32425,34272,25398,30561,30613,33323,33901,35527,28391,27620,25023,26922,30148,31667,30833,32922,24601,28065,37289,17588,26543,21352,48529,26857,22541,24132,27326,29917,33955,29288,24972,22593,23841,24128,28369
United_States_Virgin_Islands,198,106977,,31/12/2019,,,,,,,,,,,,,0.00954029411363853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,3,8,0,0,0,3,7,0,2,0,3,0,5,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,4,0,7,0,0,0,0,0,0,0,0
Uruguay,199,3449299,,31/12/2019,,,31/03/2020,0.33,,,,,,,,,0.00804448738372669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,21,21,29,15,16,25,23,4,27,28,21,0,21,36,29,6,11,18,12,19,17,4,6,9,7,13,7,12,7,11,10,9,6,9,11,7,8,6,8,6,33,10,14,5,5,13,5,4,3,2,13,3,11
Uzbekistan,200,32955400,,31/12/2019,,,,,,,,,,,,,0.00346127844175116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,7,0,10,0,13,3,6,10,18,21,29,12,4,24,14,3,37,39,76,55,107,51,27,42,172,69,133,167,137,78,70,45,70,92,35,24,62,58,29,22,17,35,63,44,48,33,22,40,18,26,65
Venezuela,201,28870195,,31/12/2019,,,,,,,,,,,,,0.00482022160571593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,18,0,0,0,3,0,0,48,7,15,1,12,0,0,16,0,8,1,0,0,4,11,7,1,4,4,0,6,8,4,4,7,23,0,29,0,29,3,10,20,5,2,4,0,2,2,2,10,12,4,6,12,2
Vietnam,202,95540395,,31/12/2019,,,,,,,,,,,,,0.00575638531462948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,1,1,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,4,4,1,5,9,0,4,4,7,8,11,1,7,26,11,5,16,10,8,17,15,3,6,21,3,4,1,4,6,0,4,2,1,4,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,17
Yemen,203,28498687,,31/12/2019,,,,,,,,,,,,,0.00238130921852611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,2,9,4,1
Zambia,204,17351822,,31/12/2019,,,16/03/2020,0.33,,,,,,,,,0.00190717700071859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,9,2,2,12,1,6,0,1,3,0,0,0,0,0,0,0,1,0,3,2,0,3,0,4,5,4,4,0,9,2,8,0,4,1,6,2,9,3,10,5,13,2,7,7
Zimbabwe,205,14439018,,31/12/2019,,,16/03/2020,0.33,,,,,,,,,0.00243218604711384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,2,0,0,1,0,0,1,0,0,0,1,1,0,0,3,0,3,0,6,1,0,1,0,0,3,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0
